premise,hypothesis,source,tag
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Нагатинский районный суд адрес, в течение 14 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может не быть обжаловано в Московский городской суд, через Дорогомиловский районный суд города Москвы, в течение десяти суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Коптевский районный суд.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Зеленоградский районный суд города Москвы.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,Постановление не может быть обжаловано в Московский городской суд.,КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Таганский районный суд г. Москвы.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Хамовнический районный суд г. Москвы, в течение ста суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Черемушкинский районный суд города Москвы, в течение пятнадцати суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Замоскворецкий районный суд города Москвы, в течение 100 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Нагатинский районный суд города Москвы, в течение 91 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Зеленоградский районный суд города Москвы, в течение 12 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Мещанский районный суд города Москвы, в течение 14 дней со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Зюзинский районный суд города Москвы, в течение 15 дней со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Таганский районный суд города Москвы, в течение 16 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Пролетарский районный суд города Москвы, в течение 17 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Пресненский районный суд города Москвы, в течение 18 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Басманный районный суд города Москвы, в течение 20 дней со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Бсекудниковский районный суд города Москвы, в течение 35 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Дегунинский районный суд города Москвы, в течение 40 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Головинский районный суд города Москвы, в течение 50 дней со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Войковский районный суд города Москвы, в течение 55 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление может быть обжаловано в Московский городской суд, через Коптевский районный суд города Москвы, в течение 60 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Дмитровский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Тимирязевский районный суд города Москвы, в течение десяти суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Ховринский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
Жалоба на постановление по делу об административном правонарушении может быть подана в течение десяти дней со дня вручения или получения копии постановления.,"Постановление не может быть обжаловано в Московский городской суд, через Алтуфьевский районный суд города Москвы, в течение десяти суток со дня вручения или получения копии постановления.",КоАП Статья 30.3 Часть 1,contradiction
"При подготовке к рассмотрению жалобы на постановление по делу об административном правонарушении судья также разрешает вопрос об участии в судебном заседании лиц, присутствие которых необходимо при рассмотрении жалобы, путем использования систем видео-конференц-связи.","Постановление может быть обжаловано в Московский городской суд, через Перовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП Статья 30.4 Часть 2,not mentioned
"Жалоба на постановление по делу об административном правонарушении подлежит рассмотрению в двухмесячный срок со дня ее поступления со всеми материалами дела в суд, правомочный рассматривать жалобу.","Постановление может быть обжаловано в Московский городской суд, через Бауманский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП Статья 30.5 Часть 1.1,not mentioned
"Решение суда вступает в законную силу по истечении срока, установленного настоящим Кодексом для апелляционного обжалования, если оно не было обжаловано.","Постановление может быть обжаловано в Московский городской суд, через Зеленоградская районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 186 Часть 1,not mentioned
"Жалоба на постановление по делу об административном правонарушении подлежит рассмотрению в двухмесячный срок со дня ее поступления со всеми материалами дела в суд, правомочный рассматривать жалобу.","Постановление может быть обжаловано в Московский городской суд, через Перовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ: Статья 30.5 Часть 1,not mentioned
"Жалоба на постановление о назначении административного наказания в виде административного приостановления деятельности подлежит рассмотрению в пятидневный срок со дня ее поступления со всеми материалами в вышестоящий суд, уполномоченный рассматривать соответствующую жалобу.","Постановление может быть обжаловано в Московский городской суд, через Замоскворецкий районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ: Статья 30.5 Часть 4,not mentioned
Постановление Президиума Верховного Суда Российской Федерации вступает в законную силу со дня его принятия и обжалованию не подлежит.,"Постановление может быть обжаловано в Московский городской суд, через Черемушкинский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ Статья 391.14,not mentioned
"Решение Высшей квалификационной коллегии судей Российской Федерации, квалификационной коллегии судей субъекта Российской Федерации может быть оспорено административным истцом в течение десяти дней со дня получения им копии соответствующего решения.","Постановление может быть обжаловано в Московский городской суд, через Войковский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 230 Часть 4,not mentioned
"Постановление, принятое по результатам рассмотрения жалобы, протеста на вступившие в законную силу постановление по делу об административном правонарушении, решения по результатам рассмотрения жалоб, протестов, вступает в законную силу со дня его принятия.","Постановление может быть обжаловано в Московский городской суд, через Бескудниковский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.19,not mentioned
"По результатам рассмотрения надзорных жалобы, представления с административным делом Президиум Верховного Суда Российской Федерации принимает постановление.","Постановление может быть обжаловано в Московский городской суд, через Ховринский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 340 Часть 11,not mentioned
"Апелляционные жалобы, представления по гражданскому делу, при подаче которых не были соблюдены требования, предусмотренные ст. 322 ГПК РФ, а также при подаче апелляционной жалобы без документа, подтверждающего оплату государственной пошлины, апелляционные жалобы и представления по административному делу, при подаче которых не были соблюдены требования, предусмотренные пунктами 2 - 4 части 1, частями 2 - 7 статьи 299 КАС РФ, хранятся в деле и в течение установленного судьей срока контролируются. Работником аппарата суда копия определения судьи об оставлении апелляционной жалобы, представления без движения не позднее следующего рабочего дня направляется лицу, подавшему апелляционную жалобу или представление. Если недостатки, указанные в определении, не будут устранены в назначенный судьей срок, поданная апелляционная жалоба, представление с сопроводительным письмом, а также с копией определения судьи о возвращении жалобы, представления в трехдневный срок с момента истечения срока на его обжалование возвращаются лицам, подавшим апелляционную жалобу, представление.","Постановление может быть обжаловано в Московский городской суд, через Лосиноостровский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",Инструкция ОС Статья 11 Часть 11.2.10,not mentioned
"Надзорные жалоба, представление с административным делом рассматриваются Президиумом Верховного Суда Российской Федерации в судебном заседании в срок, не превышающий двух месяцев со дня вынесения судьей Верховного Суда Российской Федерации определения.","Постановление может быть обжаловано в Московский городской суд, через Перовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 340 Часть 5,not mentioned
"Решение по жалобе на постановление об административном аресте либо административном выдворении доводится до сведения органа, должностного лица, исполняющих постановление, а также лица, в отношении которого вынесено решение, и потерпевшего в день вынесения решения.","Постановление может быть обжаловано в Московский городской суд, через Перовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.8 Часть 3,not mentioned
Постановление Президиума Верховного Суда Российской Федерации вступает в законную силу со дня его принятия и обжалованию не подлежит.,"Постановление может быть обжаловано в Московский городской суд, через Таганский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 344,not mentioned
Решение по жалобе на постановление по делу об административном правонарушении оглашается немедленно после его вынесения.,"Постановление может быть обжаловано в Московский городской суд, через Чертановский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.8 Часть 1,not mentioned
"По результатам рассмотрения надзорных жалобы, представления с делом Президиум Верховного Суда Российской Федерации принимает постановление.","Постановление может быть обжаловано в Московский городской суд, через Перовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ Статья 391.10. Часть 9,not mentioned
Определение суда апелляционной инстанции вступает в законную силу со дня его принятия.,"Постановление может быть обжаловано в Московский городской суд, через Измайловский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ: Статья 329 Часть 5,not mentioned
Определение суда апелляционной инстанции вступает в законную силу со дня его принятия.,"Постановление может быть обжаловано в Московский городской суд, через Киевский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ: Статья 311 Часть 5,not mentioned
"Верховный Суд Российской Федерации рассматривает поступившее по апелляционным жалобе, представлению дело в срок, не превышающий трех месяцев со дня его поступления.","Постановление может быть обжаловано в Московский городской суд, через Филевский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ Статья 305 Часть 2,not mentioned
Постановление может быть обжаловано в Московский городской суд в течение десяти дней со дня получение его копии.,"Постановление может быть обжаловано в Московский городской суд, через Пресненский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ: Статья 260 Часть 1,not mentioned
"Копия решения по протесту прокурора на постановление по делу об административном правонарушении направляется прокурору, принесшему протест, и лицам, указанным в статьях 25.1 - 25.5.1 настоящего Кодекса, в трехдневный срок после вынесения решения.","Постановление может быть обжаловано в Московский городской суд, через Гольяновский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ: Статья 30.10 Часть 3,not mentioned
"Судебный приказ может быть обжалован в порядке, предусмотренном главой 35 настоящего Кодекса.","Постановление может быть обжаловано в Московский городской суд, через Таганский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КАС РФ: Статья 123.8 Часть 3,not mentioned
"После рассмотрения дела в суде апелляционной инстанции, в том числе по правилам производства в суде первой инстанции без учета особенностей, предусмотренных главой 39 ГПК РФ, исполнительный лист выдается судом, который рассматривал дело в первой инстанции. (п. 8.1.8 в ред. Приказа Судебного департамента при Верховном Суде РФ от 18.03.2013 N 61)","Постановление может быть обжаловано в Московский городской суд, через Гагаринский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",Инструкция РС: Статья 8 Часть 8.1,not mentioned
"Ответчик вправе подать в суд, принявший заочное решение, заявление об отмене этого решения суда в течение семи дней со дня вручения ему копии этого решения.","Постановление может быть обжаловано в Московский городской суд, через Дорогомиловский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ Статья 237 Часть 1,not mentioned
Определение суда кассационной инстанции вступает в законную силу со дня его принятия.,"Постановление может быть обжаловано в Московский городской суд, через Головинский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ: Статья 390.1. п. 6.,not mentioned
Приговор обращается к исполнению судом первой инстанции в течение 3 суток со дня его вступления в законную силу или возвращения уголовного дела из суда апелляционной инстанции.,"Постановление может быть обжаловано в Московский городской суд, через Зюзинский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",УПК РФ Статья 390 Часть 4,not mentioned
"Постановление об отказе в удовлетворении ходатайства может быть обжаловано в порядке, установленном главой 16 настоящего Кодекса.","Постановление может быть обжаловано в Московский городской суд, через Коптевский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",УПК РФ Статья 159 Часть 4,not mentioned
"Жалоба на постановление о назначении административного наказания в виде административного выдворения за пределы Российской Федерации подлежит направлению в вышестоящий суд, вышестоящий орган, вышестоящему должностному лицу в день ее получения.","Постановление может быть обжаловано в Московский городской суд, через Кузьминский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.2 Часть 2.1,not mentioned
"Определение об отказе в возбуждении дела об административном правонарушении обжалуется в соответствии с правилами, установленными настоящей главой.","Постановление может быть обжаловано в Московский городской суд, через Лефортовский районный суд города Москвы, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.1. Часть 4,not mentioned
"Верховный Суд Российской Федерации рассматривает поступившее по апелляционным жалобе, представлению дело в срок, не превышающий трех месяцев со дня его поступления.","Постановление может быть обжаловано в Московский городской суд, через Октябрьский районный суд адрес, в течение 10 суток со дня вручения или получения копии постановления.",ГПК РФ Статья 327.2 Часть 2,not mentioned
Жалоба на постановление судьи о назначении административного наказания в виде административного приостановления деятельности подлежит направлению в вышестоящий суд в день получения жалобы.,"Постановление может быть обжаловано в Московский городской суд, через Лианозовский районный суд адрес, в течение 10 суток со дня вручения или получения копии постановления.",КоАП РФ Статья 30.2 Часть 6,not mentioned
"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в сфере миграции, осуществляет контроль за исполнением иностранным гражданином или лицом без гражданства постановления о его административном выдворении за пределы Российской Федерации в форме контролируемого самостоятельного выезда из Российской Федерации.",Исполнение постановления возложить на начальника межрайонного отдела судебных приставов по административному выдворению ГУФССП России по г. Москве.,КоАП Статья 32.10 Часть 7,not mentioned
"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в сфере миграции, осуществляет контроль за исполнением иностранным гражданином или лицом без гражданства постановления о его административном выдворении за пределы Российской Федерации в форме контролируемого самостоятельного выезда из Российской Федерации.",Исполнение постановления возложить на межрайонный отдел судебных приставов по административному выдворению ГУФССП России по г.Москве.,КоАП Статья 32.10 Часть 7,not mentioned
"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в сфере миграции, осуществляет контроль за исполнением иностранным гражданином или лицом без гражданства постановления о его административном выдворении за пределы Российской Федерации в форме контролируемого самостоятельного выезда из Российской Федерации.",Исполнение постановления возложить на начальника отдела судебных приставов по административному выдворению ГУФССП России по городу Москве.,КоАП Статья 32.10 Часть 7,not mentioned
"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в сфере миграции, осуществляет контроль за исполнением иностранным гражданином или лицом без гражданства постановления о его административном выдворении за пределы Российской Федерации в форме контролируемого самостоятельного выезда из Российской Федерации.",Исполнение постановления возложить на начальника Отдела межрайонного отдела судебных приставов по административному выдворению ГУФССП России по городу Москве.,КоАП Статья 32.10 Часть 7,not mentioned
"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в сфере миграции, осуществляет контроль за исполнением иностранным гражданином или лицом без гражданства постановления о его административном выдворении за пределы Российской Федерации в форме контролируемого самостоятельного выезда из Российской Федерации.",Исполнение постановления возложить на начальника межрайонного отдела судебных приставов по административному выдворению ГУФССП России по г. Москве с предоставлением права самостоятельного выбора формы выдворения (принудительное/контролируемое).,КоАП Статья 32.10 Часть 7,contradiction
